paper_id,title,authors,venue,year,pdf_url,proceedings_url,source_retrieved_date,selection_status,award_status,screening_level,pdf_text_retrieved,caption_candidates_extracted,analyst_caption_reviewed,visual_reviewed,pdf_title_token_check,caption_candidate_count,figure_candidates,caption_window_excerpt,excerpt_note,candidate_window_keyword_tags,retrieval_limitation,selection_note
p0397,Uncertainty-Driven Spectral Compressive Imaging with Spatial-Frequency Transformer,"Lintao Peng, Siyu Xie, Liheng Bian*",ECCV,2024,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00861.pdf,https://www.ecva.net/papers.php,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 6}]",PSNR-Params-FLOPs and SSIM-Params-FLOPs comparisons with exsiting HSI reconstruction methods. The circle radius represents the parameter numbers of the model. The reported Specformer,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""quantitative_comparison"", ""qualitative_outputs""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0398,CaesarNeRF: Calibrated Semantic Representation for Few-Shot Generalizable Neural Rendering,"Haidong Zhu, Tianyu Ding*, Tianyi Chen, Ilya Zharkov, Ram Nevatia, Luming Liang",ECCV,2024,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00869.pdf,https://www.ecva.net/papers.php,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,4,"[{""figure"": 1, ""pdf_page"": 1}, {""figure"": 2, ""pdf_page"": 5}, {""figure"": 3, ""pdf_page"": 6}, {""figure"": 4, ""pdf_page"": 7}]","Novel view synthesis for novel scenes using ONE reference view on Shiny [67], LLFF [42], and MVImgNet [77] (top to bottom). Each",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem"", ""quantitative_comparison"", ""qualitative_outputs""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0399,Image Demoireing in RAW and sRGB Domains,"Shuning Xu, Binbin Song, Xiangyu Chen, Xina Liu, Jiantao Zhou*",ECCV,2024,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00929.pdf,https://www.ecva.net/papers.php,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 5}, {""figure"": 3, ""pdf_page"": 8}]",Comparison of image demoiréing in different domains. (a) Image demoiréing in sRGB domain. (b) Image demoiréing in RAW domain. (c) Our proposed,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""quantitative_comparison"", ""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0400,X-Former: Unifying Contrastive and Reconstruction Learning for MLLMs,"Sirnam Swetha*, Jinyu Yang, Tal Neiman, Mamshad Nayeem Rizve, Son Tran, Benjamin Yao, Trishul A Chilimbi, Mubarak Shah",ECCV,2024,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00935.pdf,https://www.ecva.net/papers.php,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,4,"[{""figure"": 1, ""pdf_page"": 4}, {""figure"": 2, ""pdf_page"": 5}, {""figure"": 3, ""pdf_page"": 6}, {""figure"": 4, ""pdf_page"": 7}]","(a) Vanilla Q-Former extracts a fixed number of output features Z ′ from the CLIP image encoder, where C and z denotes",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""quantitative_comparison"", ""qualitative_outputs""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0401,Modelling Cellular Perturbations with the Sparse Additive Mechanism Shift Variational Autoencoder,"Michael Bereket, Theofanis Karaletsos",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/0001ca33ba34ce0351e4612b744b3936-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 3}, {""figure"": 2, ""pdf_page"": 7}]","SAMS-VAE represented as an generative process (left) and as a graphical model (right). p(X, Zb,M, E|D; ✓)= "" Y T t=1 p(et)p(mt)",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""qualitative_outputs""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0402,Cross-Episodic Curriculum for Transformer Agents,"Lucy Xiaoyang Shi, Yunfan Jiang, Jake Grigsby, Linxi Fan, Yuke Zhu",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/001608167bb652337af5df0129aeaabd-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 4}, {""figure"": 3, ""pdf_page"": 6}]",Cross-episodic curriculum for Transformer agents. CEC involves two major steps: 1) Preparation of curricular data. We order multiple experiences such that they,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison"", ""efficiency_or_tradeoff""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0403,PaintSeg: Painting Pixels for Training-free Segmentation,"Xiang Li, Chung-Ching Lin, Yinpeng Chen, Zicheng Liu, Jinglu Wang, Rita Singh, Bhiksha Raj",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/0021c2cb1b9b6a71ac478ea52a93b25a-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 4}]","Illustration of adversarial masked contrastive painting (AMCP). Given an input image and an initial mask, AMCP leverages alternating I-step and O-step to",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0404,Bootstrapping Vision-Language Learning with Decoupled Language Pre-training,"Yiren Jian, Chongyang Gao, Soroush Vosoughi",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/002262941c9edfd472a79298b2ac5e17-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 3}, {""figure"": 3, ""pdf_page"": 6}]","left: End-to-end training of X-to-language models (where X can be images, videos, or audio), in which aligned input features are provided as",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem"", ""qualitative_outputs"", ""ablation_or_mechanism""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0405,PDF: Point Diffusion Implicit Function for Large-scale Scene Neural Representation,"Yuhan Ding, Fukun Yin, Jiayuan Fan, Hui Li, Xin Chen, Wen Liu, Chongshan Lu, Gang Yu, Tao Chen",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/0073cc73e1873b35345209b50a3dab66-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,metadata_catalogued,False,False,False,False,not_run,0,[],,,[],PDF exceeded browser size limit,"Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0406,Natural Actor-Critic for Robust Reinforcement Learning with Function Approximation,"Ruida Zhou, Tao Liu, Min Cheng, Dileep Kalathil, P. R. Kumar, Chao Tian",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/007f4927e60699392425f267d43f0940-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,5,"[{""figure"": 1, ""pdf_page"": 8}, {""figure"": 2, ""pdf_page"": 9}, {""figure"": 3, ""pdf_page"": 9}, {""figure"": 4, ""pdf_page"": 16}, {""figure"": 5, ""pdf_page"": 17}]",Cumulative rewards of RNAC-PPO(DS/IPM) and PPO on (a-c) stochastic MuJoCo Envs and (d-f) deterministic MuJoCo Envs under perturbation. Theorem 4 (Approximate policy,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0407,Adaptive Selective Sampling for Online Prediction with Experts,"Rui M. Castro, Fredrik Hellström, Tim van Erven",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/00b67df24009747e8bbed4c2c6f9c825-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 5}]","The function q ∗ (x, η) for various values of η. Panel (b) is a zoomed version of panel (a). Definition 1.",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0408,Gigastep - One Billion Steps per Second Multi-agent Reinforcement Learning,"Mathias Lechner, lianhao yin, Tim Seyde, Tsun-Hsuan Johnson Wang, Wei Xiao, Ramin Hasani, Joshua Rountree, Daniela Rus",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/00ba06ba5c324efdfb068865ca44cf0b-Paper-Datasets_and_Benchmarks.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 5}]","An overview of Gigastep’s features and characteristics Furthermore, the current landscape of Dec-POMDP research exhibits a stark dichotomy: on the one hand,",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0409,PopSign ASL v1.0: An Isolated American Sign Language Dataset Collected via Smartphones,"Thad Starner, Sean Forbes, Matthew So, David R. Martin, Rohit Sridhar, Gururaj Deshpande, Sam Sepah, Sahir Shahryar, Khushi Bhardwaj, Tyler Kwok, Daksh Sehgal, Saad Hassan, Bill Neubauer, Sofia Vempala, Alec Tan, Jocelyn Heath, Unnathi Kumar, Priyanka Mosur, Tavenner Hall, Rajandeep Singh, Christopher Cui, Glenn Cameron, Sohier Dane, Garrett Tanzer",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/00dada608b8db212ea7d9d92b24c68de-Paper-Datasets_and_Benchmarks.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0410,"Provable Adversarial Robustness for Group Equivariant Tasks: Graphs, Point Clouds, Molecules, and More","Jan Schuchardt, Yan Scholten, Stephan Günnemann",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/00db17c36b5435195760520efa96d99c-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 2}]","The right graph is constructed by inserting and deleting four edges. While their ℓ0 distance is large, the graphs are isomorphic and",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0411,TexQ: Zero-shot Network Quantization with Texture Feature Distribution Calibration,"Xinrui Chen, Yizhi Wang, Renao YAN, Yiqing Liu, Tian Guan, Yonghong He",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/0113ef4642264adc2e6924a3cbbdf532-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,6,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 2}, {""figure"": 3, ""pdf_page"": 4}, {""figure"": 4, ""pdf_page"": 5}, {""figure"": 5, ""pdf_page"": 5}, {""figure"": 6, ""pdf_page"": 5}]","LBP feature clustering of samples from CIFAR10, IntraQ and our method. Visualization with t-SNE [31] To tackle the above problems, the following",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem"", ""quantitative_comparison"", ""qualitative_outputs"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0412,Ambient Diffusion: Learning Clean Distributions from Corrupted Data,"Giannis Daras, Kulin Shah, Yuval Dagan, Aravind Gollakota, Alex Dimakis, Adam Klivans",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/012af729c5d14d279581fc8a5db975a1-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,1,"[{""figure"": 2, ""pdf_page"": 3}]","Illustration of our method: Given training data with deleted pixels, we corrupt further by erasing more (illustrated with green color). We feed",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0413,Scalable Membership Inference Attacks via Quantile Regression,"Martin Bertran, Shuai Tang, Aaron Roth, Michael J. Kearns, Jamie H Morgenstern, Steven Z. Wu",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/01328d0767830e73a612f9073e9ff15f-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 2}]",Comparing the true positive rate vs. false positive rate of our membership inference attack with the marginal baseline proposed in Yeom et,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0414,Label Correction of Crowdsourced Noisy Annotations with an Instance-Dependent Noise Transition Model,"Hui GUO, Boyu Wang, Grace Yi",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/015a8c69bedcb0a7b2ed2e1678f34399-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 9}, {""figure"": 2, ""pdf_page"": 9}]",Average estimation error of annotator-specific instance-dependent noise transition matrices on CIFAR10. The error bar for standard deviation has been shaded. 5 10,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0415,Diffused Task-Agnostic Milestone Planner,"Mineui Hong, Minjae Kang, Songhwai Oh",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/0163ca1c69f848e766cfb0b7bb7e17f4-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 2}]",Training process of DTAMP. (Left) DTAMP learns the latent milestones through a goal-conditioned imitation learning manner. (Right) The diffusion model is trained,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison"", ""efficiency_or_tradeoff"", ""qualitative_outputs""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0416,BubbleML: A Multiphase Multiphysics Dataset and Benchmarks for Machine Learning,"Sheikh Md Shakeel Hassan, Arthur Feeney, Akash Dhruv, Jihoon Kim, Youngjoon Suh, Jaiyoung Ryu, Yoonjin Won, Aparna Chandramowlishwaran",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/01726ae05d72ddba3ac784a5944fa1ef-Paper-Datasets_and_Benchmarks.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 2, ""pdf_page"": 6}]",Dataset Curation and Workflow. Flash-X multiphase simulations are executed and converted into unblocked HDF5 formats using the BoxKit library. The resulting dataset,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0417,ANTN: Bridging Autoregressive Neural Networks and Tensor Networks for Quantum Many-Body Simulation,"Zhuo Chen, Laker Newhouse, Eddie Chen, Di Luo, Marin Soljacic",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/01772a8b0420baec00c4d59fe2fbace6-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 2}]","Diagrammatic representation of autoregressive neural network (ARNN), tensor network (TN) and our Autoregressive Neural TensorNet (ANTN). All information of a closed quantum",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0418,Causal Effect Identification in Uncertain Causal Networks,"Sina Akbari, Fateme Jamshidi, Ehsan Mokhtarian, Matthew Vowels, Jalal Etesami, Negar Kiyavash",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/017c897b4d85a744f345ccbf9d71e501-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 3}, {""figure"": 2, ""pdf_page"": 6}]",(a) An example of a probabilistic ADMG G with corresponding edge probabilities. (b) and (c) are two different subgraphs of G in,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""worked_example_or_problem""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0419,Characterizing Graph Datasets for Node Classification: Homophily-Heterophily Dichotomy and Beyond,"Oleg Platonov, Denis Kuznedelev, Artem Babenko, Liudmila Prokhorenkova",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/01b681025fdbda8e935a66cc5bb6e9de-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 6}]","Non-homophilous graphs with different connection patterns diagonal element cii by two, and adding an edge between two nodes of different classes i",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0420,Equivariant Flow Matching with Hybrid Probability Transport for 3D Molecule Generation,"Yuxuan Song, Jingjing Gong, Minkai Xu, Ziyao Cao, Yanyan Lan, Stefano Ermon, Hao Zhou, Wei-Ying Ma",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/01d64478381c33e29ed611f1719f5a37-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,1,"[{""figure"": 2, ""pdf_page"": 5}]",Generation route visualization of different models. Note that a lighter color indicates an earlier step of an atom and a denser color,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""qualitative_outputs""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0421,Defending against Data-Free Model Extraction by Distributionally Robust Defensive Training,"Zhenyi Wang, Li Shen, Tongliang Liu, Tiehang Duan, Yanjun Zhu, Donglin Zhan, DAVID DOERMANN, Mingchen Gao",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/0207c9ea9faf66c6e892c3fa3c167b75-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,3,"[{""figure"": 1, ""pdf_page"": 5}, {""figure"": 2, ""pdf_page"": 5}, {""figure"": 3, ""pdf_page"": 5}]",Illustration of our defense method. (a) The perturbation generator takes the input image and random Gaussian noise as input to generate data-dependent,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem"", ""quantitative_comparison"", ""ablation_or_mechanism"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0422,"Large language models transition from integrating across position-yoked, exponential windows to structure-yoked, power-law windows","David Skrill, Samuel Norman-Haignere",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/020ad0ac6a1974e6748e4a5a48110a07-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,1,"[{""figure"": 1, ""pdf_page"": 2}]","Schematic of integration windows. A, Illustration of a causal, exponentially distributed integration window where nearby words in the past have a greater",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""worked_example_or_problem""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0423,Belief Projection-Based Reinforcement Learning for Environments with Delayed Feedback,"Jangwon Kim, Hangyeol Kim, Jiwook Kang, Jongchan Baek, Soohee Han",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/0252a434b18962c94910c07cd9a7fecc-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,pdf_text_retrieved,True,False,False,False,passed_70_percent_threshold,0,[],,,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0424,Detecting Any Human-Object Interaction Relationship: Universal HOI Detector with Spatial Prompt Learning on Foundation Models,"Yichao Cao, Qingfei Tang, Xiu Su, Song Chen, Shan You, Xiaobo Lu, Chang Xu",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/02687e7b22abc64e651be8da74ec610e-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,True,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 2}, {""figure"": 2, ""pdf_page"": 4}]","Comparison between HOI detection pipelines. Traditional HOI Detectors rely on manually annotated image datasets for training, which limits their generality and scalability.",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""method_or_architecture"", ""quantitative_comparison""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0425,Smoothing the Landscape Boosts the Signal for SGD: Optimal Sample Complexity for Learning Single Index Models,"Alex Damian, Eshaan Nichani, Rong Ge, Jason Lee",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/02763667a5761ff92bb15d8751bcd223-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 7}, {""figure"": 2, ""pdf_page"": 9}]","When λ = d 1/4 , smoothing increases the SNR until α = λd−1/2 = d −1/4 . Computing the Signal Recall",Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,[],"Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
p0426,A Scale-Invariant Sorting Criterion to Find a Causal Order in Additive Noise Models,"Alexander Reisach, Myriam Tami, Christof Seiler, Antoine Chambaz, Sebastian Weichwald",NeurIPS,2023,https://proceedings.neurips.cc/paper_files/paper/2023/file/027e86facfe7c1ea52ca1fca7bc1402b-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2023,2026-09-09,convenience_sample_candidate,not_checked,caption_candidates_extracted,True,True,False,False,passed_70_percent_threshold,2,"[{""figure"": 1, ""pdf_page"": 7}, {""figure"": 2, ""pdf_page"": 9}]",Performance comparison on standardized synthetic data in terms of SID (lower is better) using moving window averages. R2-SortnRegress (blue) performs well if,Automatically extracted first 22 words starting at a caption-like line; may include neighboring text.,"[""quantitative_comparison"", ""uncertainty_or_distribution""]","Bounded browser PDF text windows, not full-paper reading","Bounded proceedings windows; title-prioritized for AI model, method and empirical relevance; not ranked by figure quality."
